,product_name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature,processor_name,processor_speed,no_cores,caches,graphics_card,ram_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
262,Dell ‎G16 7630 Gaming Laptop ,187490,77,68,4.3,Windows 11,Gaming,25.65mm Thick,2.99kg,1 Year,16inches,2560x1600 px,141,6 Cell Battery,Anti Glare,13th Gen Intel Core i9 13900HX,8 x (Turbo Speed upto 5.4GHz) Performance Cores16 x (Turbo Speed upto 3.9GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
263,HP Envy x360 15-fh0014AU Laptop ,80650,60,104,4.4,Windows 11,Performance,18.4mm Average,2.14kg,1 Year,15.6inches,1920x1080 px,141,"55Wh, 4 Cell Battery",Touch Screen,AMD Radeon AMD Graphics,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,AMD Radeon AMD Graphics,8GB LPDDR5 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C",5MP Camera
264,Lenovo IdeaPad Slim 3 83ER008DIN Laptop ,54990,55,485,4.1,Windows 11,Business,,1.62 kg,1 Year,15.6inches,1920x1080 px,134,"47Wh, 3 Cell Battery",Anti Glare,Integrated Intel IrisXe Graphics Graphics,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,Integrated Intel IrisXe Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
265,Infinix INBook Y2 Plus XL29 Laptop ,26490,44,2140,4.2,Windows 11,Performance,,,1 Year,15.6inches,1920x1080 px,141,50Wh Battery,Anti Glare,Intel Integrated Iris Xe Graphics,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB Cache,Intel Integrated Iris Xe Graphics,8GB LPDDR4X RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
266,MSI Prestige 13 AI Evo A1M Laptop ,113999,64,64,4.4,Windows 11,Performance,16.9mm Average,990g,2 Year,13.3inches,1920x1200 px,170,"75Wh, 4 Cell Battery",16:10 Aspect Ratio,Intel Arc Graphics Graphics,6 x 1.4GHz (Turbo Speed upto 4.8GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.8GHz) Efficient Cores2 x 700MHz (Turbo Speed upto 2.5GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24MB Cache,Intel Arc Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.4","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
267,HP Omen 16-wf0054TX Gaming Laptop ,151490,73,99,4.8,Windows 11,Performance,23.9mm Thick,2.32kg,1 Year,16.1inches,1920x1080 px,182,"83Wh, 6 Cell Battery",Anti Glare,13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
268,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop ,53990,53,93,4.6,Windows 11,Performance,,,1 Year,14inches,1920x1200 px,162,"52.5Wh, 4 Cell Battery",16:10 Aspect Ratio,Intel Integrated UHD Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated UHD Graphics,8GB LPDDR4 RAM,512GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
269,Lenovo V15 G4 ‎82YU00W9IN Laptop ,33990,56,78,4.2,Windows 11,Performance,19.9mm Average,1.65kg,1 Year,15.6inches,1920x1080 px,147,,Anti Glare,AMD Radeon Graphics Graphics,4 x 2.8GHz (Turbo Speed upto 4.3GHz) Cores,"Quad Core, 8 Threads",4MB Cache,AMD Radeon Graphics Graphics,8GB LPDDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
270,HP 250 G9 95X38PA Laptop ,57000,47,62,4.1,DOS,Performance,,,1 Year,15.6inches,1920x1080 px,157,3 Cell Battery,16:9 Aspect Ratio,Intel Integrated Graphics,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
271,Asus Zenbook 14 OLED UX3405 Laptop ,149990,65,84,4.0,Windows 11,Performance,14.9mm Slim,1.22kg,1 Year,14inches,2880x1800 px,243,"75Wh, 4 Cell Battery",16:10 Aspect Ratio,Intel Arc Graphics Graphics,6 x 2.3GHz (Turbo Speed upto 5.1GHz) Performance Cores8 x 1.8GHz (Turbo Speed upto 3.8GHz) Efficient Cores2 x (Turbo Speed upto 2.5GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24MB Cache,Intel Arc Graphics Graphics,16GB LPDDR5X RAM,512GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
272,Acer Predator Triton Neo 16 Laptop ,199999,74,59,4.3,Windows 11,Gaming,,,1 Year,16inches,3200x2000 px,236,4 Cell Battery,16:10 Aspect Ratio,Intel Core Ultra 9 Series 1 185H,6 x 2.3GHz (Turbo Speed upto 5.1GHz) Performance Cores8 x 1.8GHz (Turbo Speed upto 3.8GHz) Efficient Cores2 x (Turbo Speed upto 2.5GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32GB LPDDR5x RAM,2TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
273,Lenovo IdeaPad Slim 1 82R400BGIN Laptop ,35490,46,76,4.6,Windows 11,Everyday Use,,,1 Year,15.6inches,1920x1080 px,157,3 Cell Battery,16:9 Aspect Ratio,AMD Radeon Graphics Graphics,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB Cache,AMD Radeon Graphics Graphics,8GB  DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
274,Infinix INBook Y2 Plus Laptop ,34990,51,168,4.2,Windows 11,Performance,,1.58 kg,1 Year,15.6inches,1920x1080 px,141,50Wh Battery,Anti Glare,Intel Integrated Iris Xe Graphics,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel Integrated Iris Xe Graphics,16GB LPDDR4X RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
275,Lenovo V14 82KAA0AMIH Laptop ,44990,53,103,4.1,DOS,"Business, Performance",19.9mm Average,1.6kg,1 Year,14inches,1366x768 px,112,3 Cell Battery,16:9 Aspect Ratio,Intel UHD Graphics  Graphics,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel UHD Graphics  Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
276,Lenovo IdeaPad Slim 3 82H803LKIN Laptop ,49999,62,69,4.6,Windows 11,Performance,19.9mm Average,1.65kg,1 Year,15.6inches,1920x1080 px,157,"45Wh, 3 Cell Battery",16:9 Aspect Ratio,Integrated Intel Iris Xe Graphics Graphics,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Integrated Intel Iris Xe Graphics Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
277,Lenovo IdeaPad Slim 3 82H803HQIN Laptop ,48900,60,92,4.8,Windows 11,Performance,19.9mm Average,1.65kg,1 Year,15.6inches,1920x1080 px,157,"45Wh, 3 Cell Battery",16:9 Aspect Ratio,Integrated Intel Iris Xe Graphics Graphics,4 x 2.5GHz (Turbo Speed upto 4.5GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Integrated Intel Iris Xe Graphics Graphics,8GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Inbuilt Microphone"
278,Lenovo V14 82KAA01QIH Laptop ,44990,57,86,4.0,Windows 10,Performance,19.9mm Average,1.6kg,1 Year,14inches,1920x1080 px,157,"38Wh, 2 Cell Battery",Anti Glare,Intel Integrated Iris Xe Graphics,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB Cache,Intel Integrated Iris Xe Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
279,Lenovo IdeaPad 1 15ALC7 82R400ERIN Laptop ,40490,54,1753,4.1,Windows 11,Everyday Use,17mm Slim,1.65kg,1 Year,15.6inches,1920x1080 px,141,42Wh Battery,Anti Glare,AMD Radeon Graphics,6 x 2.1GHz (Turbo Speed upto 4GHz) Cores,"Hexa Core, 12 Threads",8MB Cache,AMD Radeon Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
280,Asus Chromebook CX3402CBA-PQ0173 Laptop ,34990,42,67,4.5,Chrome,Performance,18.7mm Slim,1.44kg,1 Year,14inches,1920x1080 px,157,,,Intel Integrated UHD Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated UHD Graphics,8GB LPDDR5 RAM,128GB HARD DiskSmallest,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
281,Acer Nitro V16 Gaming Laptop ,149900,69,88,4.5,Windows 11,"Gaming, Everyday Use, Performance",,,1 Year,16inches,1920x1200 px,142,,,8th Gen Amd Ryzen 7 8845HS,8 x 3.8GHz (Turbo Speed upto 5.1GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth",1 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
282,Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop ,139990,70,94,4.8,Windows 11,Performance,10.9mm Slim,1kg,1 Year,13.3inches,2880x1800 px,255,"63Wh, 4 Cell Battery",16:10 Aspect Ratio,Intel Integrated Intel Iris Xe Graphics Graphics,2 x 1.7GHz (Turbo Speed upto 4.8GHz) Performance Cores8 x 1.2GHz (Turbo Speed upto 3.8GHz) Efficient Cores2 x 700MHz (Turbo Speed upto 2.1GHz) Low Power Efficient Cores,"12 Cores (2P + 8E + 2LP-E), 14 Threads",12MB Cache,Intel Integrated Intel Iris Xe Graphics Graphics,32GB LPDDR5X RAM,1TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
283,MSI Thin GF63 11UC-1494IN Gaming Laptop ,63499,65,93,4.4,Windows 11,Performance,,,2 Year,15.6inches,1920x1080 px,141,"52.4Wh, 3 Cell Battery",Anti Glare,11th Gen Intel Core i7 11800H,8 x 2.3GHz (Turbo Speed upto 4.6GHz) Cores,"Octa Core, 16 Threads",24MB Cache,"4GB, NVIDIA GeForce RTX 3050  GraphicsAverage",16GB DDR4 RAM,"1TB HARD Disk, 256GB SSDSmall","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
284,Huawei Qingyun L540 Laptop ,81999,42,94,4.3,Linux,"Business, Everyday Use",15.9mm Slim,1.45kg,1 Year,14inches,2160x1440 px,185,,,HiSilicon  Kirin 9006C 9006C,3.13GHz Cores,,,,16 GB RAM,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth",1 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
285,Samsung Galaxy Book 4 Ultra Laptop ,299999,75,110,4.2,,Everyday Use,16.5 mm Slim,1.86 kg,,16inches,2880x1800 px,212,76Wh Battery,Touch Screen,Intel Core Ultra 7 155H,6 x 1.4GHz (Turbo Speed upto 4.8GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.8GHz) Efficient Cores2 x 700MHz (Turbo Speed upto 2.5GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsSmall",32GB LPDDR5X RAM,1TB SSD,Thunderbolt,"WiFi, Bluetooth",,2 MP Camera
286,Lenovo Yoga Slim 6 14IRH8 83E00012INLaptop ,81400,59,63,4.8,Windows 11,Performance,14.9mm Slim,1.35kg,1 Year,14inches,1920x1200 px,162,"65Wh, 4 Cell Battery",Anti Glare,Intel Integrated Iris Xe Graphics,4 x (Turbo Speed upto 4.7GHz) Performance Cores8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,Intel Integrated Iris Xe Graphics,16GB LPDDR5X RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.1","1 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
287,Lenovo IdeaPad Slim 3i 82RK011EIN Laptop ,62490,61,522,4.1,Windows 11,Business,19.9mm Average,1.63kg,1 Year,15.6inches,1920x1080 px,134,"45Wh, 3 Cell Battery",Anti Glare,Integrated Intel IrisXe Graphics Graphics,2 x 1.7GHz (Turbo Speed upto 4.7GHz) Performance Cores8 x 1.2GHz (Turbo Speed upto 3.5GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Integrated Intel IrisXe Graphics Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
288,Huawei MateBook 14s 2023 Laptop ,80999,68,91,4.6,Windows 11,Everyday Use,16.7mm Slim,1.43kg,1 Year,14.2inches,2520x1680 px,213,60Wh Battery,3:2 Aspect Ratio,Intel Iris Xe Graphics Graphics,6 x 2.6GHz (Turbo Speed upto 5.4GHz) Performance Cores8 x 1.9GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,Intel Iris Xe Graphics Graphics,16GB RAM,1TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.2",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
289,Dell Inspiron 3535 Laptop ,34490,50,120,4.4,Windows 11,"Everyday Use, Performance",,1.63 kg,1 Year,15.6inches,1920x1080 px,147,"41Wh, 3 Cell Battery",16:9 Aspect Ratio,AMD Radeon Graphics Graphics,4 x 2.4GHz (Turbo Speed upto 4.1GHz) Cores,"Quad Core, 8 Threads",4MB Cache,AMD Radeon Graphics Graphics,8GB LPDDR5 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
290,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop ,69990,66,72,4.4,Windows 11,"Gaming, Performance",,2.32 kg,1 Year,15.6inches,1920x1080 px,141,"60Wh, 4 Cell Battery",Anti Glare,6th Gen AMD Ryzen 7 6800H,8 x 3.2GHz (Turbo Speed upto 4.7GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
291,Xiaomi Redmi Book 14 2024 Laptop ,49990,57,111,4.0,Windows 11,"Business, Performance",15.9mm Slim,1.37kg,1 Year,14inches,2880x1800 px,243,56Wh Battery,16:10 Aspect Ratio,Intel ARC Graphics Graphics,4 x (Turbo Speed upto 4.7GHz) Performance Cores8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,Intel ARC Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
292,Acer Aspire 5 A515-58P Gaming Laptop ,35999,44,68,4.3,Windows 11,Performance,18.9mm Slim,1.78kg,1 Year,15.6inches,1920x1080 px,141,3 Cell Battery,16:9 Aspect Ratio,Intel UHD Graphics Graphics,1 x (Turbo Speed upto 4.5GHz) Performance Cores4 x (Turbo Speed upto 3.3GHz) Efficient Cores,"5 Cores (1P + 4E), 6 Threads",10MB Cache,Intel UHD Graphics Graphics,8GB LPDDR5 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.1",2 x USB 3.0,Inbuilt Microphone
293,Lenovo IdeaPad 1 14IGL7 82V6006EIN Laptop ,26490,45,98,4.2,Windows 11,Performance,17.9mm Slim,1.3kg,1 Year,14inches,1366x768 px,135,42Wh Battery,16:9 Aspect Ratio,Intel Integrated UHD Graphics,2 x 1.1GHz (Turbo Speed upto 2.8GHz) Cores,"Dual Core, 2 Threads",4MB Cache,Intel Integrated UHD Graphics,8GB DDR4 RAM,256GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",0.3MP Camera
294,HP 15s-EQ2084AU Laptop ,52199,57,71,4.8,Windows 11,Performance,17.9mm Slim,1.69kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,AMD Radeon AMD Graphics,8 x 1.8GHz (Turbo Speed upto 4.3GHz) Cores,"Octa Core, 16 Threads",8MB Cache,AMD Radeon AMD Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
295,Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop ,67990,61,223,4.2,Windows 11,Gaming,,,1 Year,15.6inches,1920x1080 px,141,45Wh Battery,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
296,Lenovo Ideapad Slim 5 82XF0078IN Laptop ,87190,60,66,4.4,Windows 11,"Everyday Use, Performance",16.9mm Slim,1.89kg,1 Year,16inches,2560x1600 px,142,"75.4Wh, 4 Cell Battery",16:10 Aspect Ratio,Intel Iris Xe Graphics Graphics,6 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5 RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.1",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
297,Dell Inspiron 7430 14 2 in 1 Laptop ,56990,55,221,4.3,Windows 11,Everyday Use,,,1 Year,14inches,1920x1200 px,162,"54Wh, 4 Cell Battery",Anti Glare,Intel UHD Graphics Graphics,2 x 1.2GHz (Turbo Speed upto 4.5GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel UHD Graphics Graphics,8GB LPDDR5 RAM,512GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
298,Samsung Galaxy Book 4 360 Laptop ,129900,57,97,4.1,Windows 11,Everyday Use,,,1 Year,13.3inches,1920x1080 px,166,73Wh Battery,Anti Glare,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
299,Lenovo Ideapad Slim 5 82XD006GIN Laptop ,72190,53,75,4.4,Windows 11,"Everyday Use, Performance",,1.46 kg,1 Year,14inches,1920x1200 px,142,"56.6Wh, 3 Cell Battery",16:10 Aspect Ratio,Integrated Intel UHD Graphics Graphics,4 x (Turbo Speed upto 4.6GHz) Performance Cores4 x (Turbo Speed upto 3.4GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,Integrated Intel UHD Graphics Graphics,16GB LPDDR5 RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.1",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
300,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop ,64990,56,140,4.1,Windows 11,Everyday Use,,1.4 kg,1 Year,14inches,1920x1200 px,162,"56.6Wh, 3 Cell Battery",Anti Glare,Integrated Intel UHD Graphics Graphics,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,Integrated Intel UHD Graphics Graphics,16GB LPDDR5 RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
301,Jio JioBook Cloud Laptop ,14999,19,66,4.2,,Everyday Use,,,1 Year,11.6inches,1366x768 px,135,2 Cell Battery,Anti Glare,,8 x (Turbo Speed upto 2 GHz) Cores,Octa Core,,,4 GB ‎LPDDR4 RAM,64 GB HARD DiskAverage,HDMI,"WiFi, Bluetooth v5.3",2 x USB 2.0,2MP Camera
302,Dell 5530 G15 Gaming Laptop ,148990,74,143,4.3,Windows 11,Gaming,26.9mm Thick,2.65kg,1 Year,15.6inches,1920x1080 px,141,"86Wh, 6 Cell Battery",Anti Glare,13th Gen Intel Core i9 13900HX,8 x (Turbo Speed upto 5.4GHz) Performance Cores16 x (Turbo Speed upto 3.9GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
303,Dell Latitude 3520 DLCK3520BL Laptop ,35500,48,81,4.5,Ubuntu,Everyday Use,18mm Slim,1.79kg,1 Year,15.6inches,1920x1080 px,141,,Anti Glare,Intel UHD Graphics Graphics,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB Cache,Intel UHD Graphics Graphics,8GB RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
304,Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop ,34990,45,308,4.3,Windows 11,"Everyday Use, Business, Performance",,,1 Year,15.6inches,1920x1080 px,141,,16:9 Aspect Ratio,Intel UHD Graphics Graphics,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB Cache,Intel UHD Graphics Graphics,8GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0",Inbuilt Microphone
305,Lenovo Thinkpad E14 G4 21E3S00P00 Laptop ,67900,59,54,4.4,DOS,"Business, Performance",18.9mm Average,1.59kg,,14inches,1920x1080 px,157,45Wh Battery,16:9 Aspect Ratio,Intel Iris Xe Graphics Graphics,2 x 1.3GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
306,Lenovo IdeaPad Slim 3 82H803U0IN Laptop ,31500,47,612,4.2,Windows 11,Performance,,,1 Year,15.6inches,1920x1080 px,157,"45Wh, 3 Cell Battery",16:9 Aspect Ratio,Intel UHD Graphics Graphics,2 x 3GHz (Turbo Speed upto 4.1GHz) Cores,"Dual Core, 4 Threads",6MB Cache,Intel UHD Graphics Graphics,8GB DDR4 RAM,256GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
